Enseigne;Adresse;Nombre Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Coordonnees;Commune;Nom du d�partement;Nom de la r�gion;Commentaires;Nom de la borne
borneplus;Rue Du Marechal Joffre 68330 HUNINGUE;2;22.0;CHADEMO;payant;24/24 7/7 jours;47.591719,7.585879;Huningue;HAUT-RHIN;GRAND EST;;B8941
borneplus;Rue Du Ballon 68300 SAINT-LOUIS;2;7.0;CHADEMO;payant;24/24 7/7 jours;47.590753,7.5540214;Saint-Louis;HAUT-RHIN;GRAND EST;;B8942
borneplus;Rue Du Ballon 68300 SAINT-LOUIS;2;7.0;CHADEMO;payant;24/24 7/7 jours;47.590753,7.5540214;Saint-Louis;MOSELLE;GRAND EST;;B8943
Ecar18;Place du Champ de Foire - 18600 SANCOINS;1;18.0;CHADEMO;payant;24/24 7/7 jours;46.8295479,2.9214142;Sancoins;CHER;CENTRE-VAL DE LOIRE;;B8944
Ecar18;Parking Seraucourt - 18000 BOURGES;1;18.0;CHADEMO;payant;24/24 7/7 jours;47.0789921,2.3986157;Bourges;CHER;CENTRE-VAL DE LOIRE;;B8945
Ecar18;Place de l Eglise - 18390 ST GERMAIN DU PUY;1;18.0;CHADEMO;payant;24/24 7/7 jours;47.1001602,2.4826762;Saint-Germain-du-Puy;CHER;CENTRE-VAL DE LOIRE;;B8946
Ecar18;Place de la Mairie - 18340 ST JUST;1;18.0;CHADEMO;payant;24/24 7/7 jours;46.9923185,2.509975;Saint-Just;HERAULT;OCCITANIE;;B8947
Ecar18;Place de l Eglise - 18300 VEAUGUES;1;18.0;CHADEMO;payant;24/24 7/7 jours;47.2576027,2.7572507;Veaugues;CHER;CENTRE-VAL DE LOIRE;;B8948
Ecar18;Cimetiere du Lautier - 18000 BOURGES;1;18.0;CHADEMO;payant;24/24 7/7 jours;47.0690597,2.3749338;Bourges;CHER;CENTRE-VAL DE LOIRE;;B8949
Ecar18;Le Bourg - 18270 REIGNY;1;18.0;CHADEMO;payant;24/24 7/7 jours;46.5770422,2.3515222;Reigny;CHER;CENTRE-VAL DE LOIRE;;B8950
Ecar18;Route de Vallon - 18360 EPINEUIL-LE-FLEURIEL;1;18.0;CHADEMO;payant;24/24 7/7 jours;46.5585226,2.5836225;Épineuil-le-Fleuriel;CHER;CENTRE-VAL DE LOIRE;;B8951
Ecar18;Avenue du Marechal Foch - 18120 MASSAY;1;18.0;CHADEMO;payant;24/24 7/7 jours;47.155189,1.9958933;Massay;CHER;CENTRE-VAL DE LOIRE;;B8952
Ecar18;Place de l Eglise - 18700 MENETREOL-SUR-SAULDRE;1;18.0;CHADEMO;payant;24/24 7/7 jours;47.4479337,2.3079044;Ménétréol-sur-Sauldre;CHER;CENTRE-VAL DE LOIRE;;B8953
Ecar18;Route de Bourges - 18350 NERONDES;1;18.0;CHADEMO;payant;24/24 7/7 jours;46.9973881,2.8114988;Nérondes;CHER;CENTRE-VAL DE LOIRE;;B8954
Morbihan énergies;Place Anne de Bretagne 56250 Monterblanc;2;18.0;CHADEMO;payant;24/24 7/7 jours;47.742514,-2.681072;Monterblanc;MORBIHAN;BRETAGNE;;B8955
Morbihan énergies;Rue de Lanveur 56100 Lorient;2;18.0;CHADEMO;payant;24/24 7/7 jours;47.742671,-3.387461;Lorient;MORBIHAN;BRETAGNE;;B8956
Mouv'Oise;94 RN1 60730 Sainte-Geneviève;2;22.0;CHADEMO;Gratuit;24/24 7/7 jours;49.2886,2.20135;Sainte-Geneviève;MEURTHE-ET-MOSELLE;GRAND EST;;B8957
Mouv'Oise;Rue d'Auvillers 60290 Neuilly-sous-Clermont;2;22.0;CHADEMO;Gratuit;24/24 7/7 jours;49.3464,2.40665;Neuilly-sous-Clermont;OISE;HAUTS-DE-FRANCE;;B8958
Mouv'Oise;Rue de Paris 60430 Noailles;2;22.0;CHADEMO;Gratuit;24/24 7/7 jours;49.3232,2.20158;Noailles;OISE;HAUTS-DE-FRANCE;;B8959
Mouv'Oise;7 Rue Gambetta 60540 Bornel;2;22.0;CHADEMO;Gratuit;24/24 7/7 jours;49.1986,2.20703;Bornel;OISE;HAUTS-DE-FRANCE;;B8960
Mouv'Oise;114 rue du Moulin 60240 Fleury;2;22.0;CHADEMO;Gratuit;24/24 7/7 jours;49.2415,1.96835;Fleury;MOSELLE;GRAND EST;;B8961
Mouv'Oise;1 Impasse du Chemin Vert 60430 Saint-Sulpice;2;22.0;CHADEMO;Gratuit;24/24 7/7 jours;49.3468,2.11821;Saint-Sulpice;NIEVRE;BOURGOGNE-FRANCHE-COMTE;;B8962
Mouv'Oise;1 Impasse du Chemin Vert 60430 Saint-Sulpice;2;22.0;CHADEMO;Gratuit;24/24 7/7 jours;49.3468,2.11821;Saint-Sulpice;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;;B8963
Mouv'Oise;4 rue du 8 Mai 1945 60740 Saint-Maximin;2;22.0;CHADEMO;Gratuit;24/24 7/7 jours;49.2214,2.44549;Saint-Maximin;ISERE;AUVERGNE-RHONE-ALPES;;B8964
Mouv'Oise;1 Impasse du Chemin Vert 60430 Saint-Sulpice;2;22.0;CHADEMO;Gratuit;24/24 7/7 jours;49.3468,2.11821;Saint-Sulpice;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;;B8965
E Born;Rue des Grands Tournants 38300 MEYRIE;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.55948,5.286122;Meyrié;ISERE;AUVERGNE-RHONE-ALPES;;B8966
E Born;Parking Place Jean Jaures 38210 TULLINS;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.2955083,5.4828056;Tullins;ISERE;AUVERGNE-RHONE-ALPES;;B8967
E Born;Voie du Tram 38250 LANS EN VERCORS;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.129631,5.583329;Lans-en-Vercors;ISERE;AUVERGNE-RHONE-ALPES;;B8968
E Born;Av Honore De Balzac 38340 VOREPPE;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.295835,5.637569;Voreppe;ISERE;AUVERGNE-RHONE-ALPES;;B8969
E Born;Rue des ?coliers 38300 CRACHIER;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.54915,5.22312;Crachier;ISERE;AUVERGNE-RHONE-ALPES;;B8970
E Born;Parking du Gymnase 38121 REVENTIN VAUGRIS;2;43.0;CHADEMO;payant;24/24 7/7 jours;45.472966,4.834689;Reventin-Vaugris;ISERE;AUVERGNE-RHONE-ALPES;;B8971
E Born;Chemin De La Croze 38540 GRENAY;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.66785,5.086275;Grenay;PAS-DE-CALAIS;HAUTS-DE-FRANCE;;B8972
E Born;Parking Avenue Des Thermes - Rd 523 38410 ST MARTIN D URIAGE;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.140619,5.828396;Saint-Martin-d'Uriage;ISERE;AUVERGNE-RHONE-ALPES;;B8973
Révéo;centre ville (cinéma) 65120 BAREGES;2;18.0;CHADEMO;payant;24/24 7/7 jours;42.89651,0.06256;Barèges;HAUTES-PYRENEES;OCCITANIE;;B8974
Révéo;Parking Larraset 65120 LUZ SAINT SAUVEUR;2;18.0;CHADEMO;payant;24/24 7/7 jours;42.87247,-0.00492;Luz-Saint-Sauveur;HAUTES-PYRENEES;OCCITANIE;;B8975
Révéo;Parking balnea 65510 LOUDENVIELLE;2;18.0;CHADEMO;payant;24/24 7/7 jours;42.799326,0.407987;Génos;HAUTE-GARONNE;OCCITANIE;;B8976
Révéo;Station de Peyragudes 65510 GERM LOURON;2;18.0;CHADEMO;payant;24/24 7/7 jours;42.794912,0.441652;Germ;HAUTES-PYRENEES;OCCITANIE;;B8977
E Born;Village Nord 07310 ST MARTIAL;2;22.0;CHADEMO;payant;24/24 7/7 jours;44.867287,4.274825;Saint-Martial;GARD;OCCITANIE;;B8978
E Born;Place du Champs de Mars 07700 BOURG ST ANDEOL;2;22.0;CHADEMO;payant;24/24 7/7 jours;44.371477,4.643774;Bourg-Saint-Andéol;ARDECHE;AUVERGNE-RHONE-ALPES;;B8979
E Born;Parking les Lauriers 07220 VIVIERS;2;22.0;CHADEMO;payant;24/24 7/7 jours;44.484416,4.6887;Viviers;MOSELLE;GRAND EST;;B8980
E Born;Rue Centrale 07300 ST JEAN DE MUZOLS;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.083486,4.815346;Saint-Jean-de-Muzols;ARDECHE;AUVERGNE-RHONE-ALPES;;B8981
E Born;Place du Martouret 07410 ST FELICIEN;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.085456,4.625376;Saint-Félicien;ARDECHE;AUVERGNE-RHONE-ALPES;;B8982
E Born;Chemin du Grand Clos 07700 ST MARTIN D ARDECHE;2;22.0;CHADEMO;payant;24/24 7/7 jours;44.301353,4.568563;Saint-Martin-d'Ardèche;ARDECHE;AUVERGNE-RHONE-ALPES;;B8983
E Born;Place De L'Alambic 07200 LACHAPELLE SOUS AUBENAS;2;22.0;CHADEMO;payant;24/24 7/7 jours;44.563802,4.36312;Lachapelle-sous-Aubenas;ARDECHE;AUVERGNE-RHONE-ALPES;;B8984
E Born;Place du Marche 07510 STE EULALIE;2;22.0;CHADEMO;payant;24/24 7/7 jours;44.809247,4.189488;Sainte-Eulalie;CANTAL;AUVERGNE-RHONE-ALPES;;B8985
E Born;Place des Combettes 07170 VILLENEUVE DE BERG;2;22.0;CHADEMO;payant;24/24 7/7 jours;44.558368,4.501929;Villeneuve-de-Berg;ARDECHE;AUVERGNE-RHONE-ALPES;;B8986
Révéo;Allee De Palafrugell 9500 MIREPOIX;2;22.0;CHADEMO;payant;24/24 7/7 jours;43.085014,1.875788;Mirepoix;GERS;OCCITANIE;;B8987
Révéo;D518-Route De La Gare 9420 RIMONT;2;22.0;CHADEMO;payant;24/24 7/7 jours;42.993833,1.279369;Rimont;ARIEGE;OCCITANIE;;B8988
La borne �lectrique;Rue Guillaume Lozach - 29207 Plourin L�s Morlaix;2;22.0;CHADEMO;payant;24/24 7/7 jours;48.5343440317,-3.79071619692;Plourin-lès-Morlaix;FINISTERE;BRETAGNE;;B8989
La borne �lectrique;Place du Pouliet - 29151 Morlaix;2;22.0;CHADEMO;payant;24/24 7/7 jours;48.575016,-3.817668;Morlaix;FINISTERE;BRETAGNE;;B8990
La borne �lectrique;Aire de covoiturage Le Pouillot - 29026 Ch�teaulin;2;22.0;CHADEMO;payant;24/24 7/7 jours;48.215912,-4.050734;Châteaulin;FINISTERE;BRETAGNE;;B8991
La borne �lectrique;Rue du Scorff - 29071 Guilligomarc'h;2;22.0;CHADEMO;payant;24/24 7/7 jours;47.935941,-3.415043;Guilligomarc'h;FINISTERE;BRETAGNE;;B8992
La borne �lectrique;Rue de la Fontaine - 29025 Cast;2;22.0;CHADEMO;payant;24/24 7/7 jours;48.159068,-4.13955;Cast;FINISTERE;BRETAGNE;;B8993
La borne �lectrique;All�e du Stade - 29176 Plon�vez-Porzay;2;22.0;CHADEMO;payant;24/24 7/7 jours;48.125258,-4.221339;Plonévez-Porzay;FINISTERE;BRETAGNE;;B8994
La borne �lectrique;Mairie de Kerfeunteun - 29232 Quimper;2;22.0;CHADEMO;payant;24/24 7/7 jours;48.006672,-4.095822;Quimper;FINISTERE;BRETAGNE;;B8995
Watt else?;20, Avenue Fould - 65000 TARBES;2;18.0;CHADEMO;gratuit;24/24 7/7 jours;43.225879,0.07165;Tarbes;HAUTES-PYRENEES;OCCITANIE;;B8996
Watt else?;Aéroport Tarbes Lourdes Pyrénées - parking aéroport - 65290 Juillan;6;7.0;CHADEMO;gratuit;24/24 7/7 jours;43.186965,0.003208;Juillan;HAUTES-PYRENEES;OCCITANIE;;B8997
Watt else?;Avenue de la Gare - 65100 Lourdes;2;18.0;CHADEMO;gratuit;24/24 7/7 jours;43.09965,-0.04229;Lourdes;HAUTES-PYRENEES;OCCITANIE;;B8998
Watt else?;Parking maison du Magnoac - 65230 Cizos;2;18.0;CHADEMO;gratuit;24/24 7/7 jours;43.26722,0.50691;Cizos;HAUTES-PYRENEES;OCCITANIE;;B8999
SDE76;Rue d'Amiot;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.603601,0.628777;Alvimare;SEINE-MARITIME;NORMANDIE;;B9000
SDE76;route de Yerville;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.56324722,1.00630278;Fresquiennes;SEINE-MARITIME;NORMANDIE;;B9001
SDE76;Place Maurice Guillard;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.68426,0.202687;Le Tilleul;SEINE-MARITIME;NORMANDIE;;B9002
SDE76;Place Maurice Guillard;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.68426,0.202687;Le Tilleul;SEINE-MARITIME;NORMANDIE;;B9003
SDE76;Route de Neufchâtel;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.830497,1.403283;Londinières;SEINE-MARITIME;NORMANDIE;;B9004
SDE76;Pierre MAUGER;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.56454,1.164542;Fontaine-le-Bourg;SEINE-MARITIME;NORMANDIE;;B9005
SDE76;Rue des Pecheurs;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.95045,1.16411;Petit-Caux;SEINE-MARITIME;NORMANDIE;;B9006
SDE76;Rue Henri Joutel;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.584935,0.527887;Lanquetot;SEINE-MARITIME;NORMANDIE;;B9007
SDE76;Route de Dieppe;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.814997,1.172183;Torcy-le-Petit;SEINE-MARITIME;NORMANDIE;;B9008
SDE76;Rue René Delcourt;2;22.0;CHADEMO;payant;24/24 7/7 jours;50.006191,1.43674;Saint-Pierre-en-Val;SEINE-MARITIME;NORMANDIE;;B9009
SDE76;Rue de la Liberté;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.669462,0.896854;Yerville;SEINE-MARITIME;NORMANDIE;;B9010
SDE76;Parking rue du Baillage;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.769288,1.643907;Nullemont;SEINE-MARITIME;NORMANDIE;;B9011
SDE76;Rue Douce;2;22.0;CHADEMO;payant;24/24 7/7 jours;49.84827,1.56877;Foucarmont;SEINE-MARITIME;NORMANDIE;;B9012
SDEA10;1bis Rue Gambetta 10300 SAINTE SAVINE;2;18.0;CHADEMO;payant;24/24 7/7 jours;48.295128,4.05944;Sainte-Savine;AUBE;GRAND EST;;B9013
SDEA10;5 Rue de l'Église 10800 SAINT THIBAULT;2;18.0;CHADEMO;payant;24/24 7/7 jours;48.207034,4.137337;Saint-Thibault;AUBE;GRAND EST;;B9014
SDEA10;4 Rue Louis Genevois 10270 LUSIGNY SUR BARSE;2;18.0;CHADEMO;payant;24/24 7/7 jours;48.252997,4.26666;Lusigny-sur-Barse;AUBE;GRAND EST;;B9015
SDEA10;3 Rue du Champ Pile 10320 BOUILLY;2;18.0;CHADEMO;payant;24/24 7/7 jours;48.194045,3.997767;Bouilly;MARNE;GRAND EST;;B9016
SDEA10;1 Rue de la Mairie 10800 BUCHERES;2;18.0;CHADEMO;payant;24/24 7/7 jours;48.235708,4.110207;Buchères;AUBE;GRAND EST;;B9017
SDEA10;Port Dienville 10500 DIENVILLE;2;18.0;CHADEMO;payant;24/24 7/7 jours;48.348072,4.526286;Dienville;AUBE;GRAND EST;;B9018
SDEA10;32 Route Nationale 60 10160 VULAINES;2;18.0;CHADEMO;payant;24/24 7/7 jours;48.233623,3.624693;Vulaines;AUBE;GRAND EST;;B9019
SDEA10;Ruelle du Monument 10330 JASSEINES;2;18.0;CHADEMO;payant;24/24 7/7 jours;48.5015677,4.3851649;Jasseines;AUBE;GRAND EST;;B9020
SDEA10;36 Rue Général de Gaulle 10230 MAILLY LE CAMP;2;18.0;CHADEMO;payant;24/24 7/7 jours;48.671467,4.19691;Mailly-le-Camp;AUBE;GRAND EST;;B9021
E Born;Parking Jacquemard 26100 ROMANS SUR ISERE;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.044771,5.049178;Romans-sur-Isère;DROME;AUVERGNE-RHONE-ALPES;;B9022
E Born;Espace Gare 26130 ST PAUL TROIS CHATEAUX;2;22.0;CHADEMO;payant;24/24 7/7 jours;44.345787,4.763941;Saint-Paul-Trois-Châteaux;DROME;AUVERGNE-RHONE-ALPES;;B9023
E Born;Parking Jacquemard 26100 ROMANS SUR ISERE;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.044771,5.049178;Romans-sur-Isère;DROME;AUVERGNE-RHONE-ALPES;;B9024
Révéo;Rue Vincent Faïta 30000 NIMES;2;18.0;CHADEMO;payant;24/24 7/7 jours;43.846372,4.372324;Nîmes;GARD;OCCITANIE;;B9025
Révéo;Rue Michel Debré 30000 NIMES;2;18.0;CHADEMO;payant;24/24 7/7 jours;43.814012,4.367651;Nîmes;GARD;OCCITANIE;;B9026
Révéo;Chemin De La Croix Rouge 30700 SAINT MAXIMIN;2;18.0;CHADEMO;payant;24/24 7/7 jours;43.993314,4.448694;Saint-Maximin;OISE;HAUTS-DE-FRANCE;;B9027
Révéo;Parking Rue Rivet 30800 SAINT GILLES;2;18.0;CHADEMO;payant;24/24 7/7 jours;43.674986,4.430142;Saint-Gilles;ILLE-ET-VILAINE;BRETAGNE;;B9028
Révéo;Place Du 11 Novembre 1918 30150 MONTFAUCON;2;18.0;CHADEMO;payant;24/24 7/7 jours;44.074844,4.753604;Montfaucon;GARD;OCCITANIE;;B9029
Révéo;Chemin Des Sports 30100 ALES;2;18.0;CHADEMO;payant;24/24 7/7 jours;44.118916,4.088664;Alès;GARD;OCCITANIE;;B9030
Révéo;Parking Raymond Erb 30600 VAUVERT;2;18.0;CHADEMO;payant;24/24 7/7 jours;43.695092,4.274128;Vauvert;GARD;OCCITANIE;;B9031
Révéo;Place Du 11 Novembre 1918 30150 MONTFAUCON;2;18.0;CHADEMO;payant;24/24 7/7 jours;44.074844,4.753604;Montfaucon;AISNE;HAUTS-DE-FRANCE;;B9032
Révéo;Lycée Jb Dumas 30100 ALES;2;18.0;CHADEMO;payant;24/24 7/7 jours;44.128396,4.077025;Alès;GARD;OCCITANIE;;B9033
SMOYS;place de la gare;1;22.0;CHADEMO;payant;24/24 7/7 jours;48.739834,2.425833;Villeneuve-le-Roi;VAL-DE-MARNE;ILE-DE-FRANCE;;B9034
SMOYS;RUE DE LA CROIX RONDE;1;22.0;CHADEMO;payant;24/24 7/7 jours;48.674168,2.315083;Épinay-sur-Orge;ESSONNE;ILE-DE-FRANCE;;B9035
SMOYS;ALLEE DES PRAIRIES;1;22.0;CHADEMO;payant;24/24 7/7 jours;48.634766,2.29927;Saint-Michel-sur-Orge;ESSONNE;ILE-DE-FRANCE;;B9036
SMOYS;Eugenie le Guillermic;1;22.0;CHADEMO;payant;24/24 7/7 jours;48.739834,2.425833;Villeneuve-le-Roi;VAL-DE-MARNE;ILE-DE-FRANCE;;B9037
SMOYS;AVENUE JOYEUSE;1;22.0;CHADEMO;payant;24/24 7/7 jours;48.689583,2.360361;Savigny-sur-Orge;ESSONNE;ILE-DE-FRANCE;;B9038
SODETREL MOBILITE;A8;1;50.0;CHADEMO;payant;24/24 7/7 jours;43.467142,6.67109;Puget-sur-Argens;VAR;PROVENCE-ALPES-COTE D'AZUR;;B9039
ALTERBASE86;Route de Parthenay - 86190 - Ayron;2;18.0;CHADEMO;payant;24/24 7/7 jours;46.66011,0.07623;Ayron;VIENNE;NOUVELLE-AQUITAINE;;B9040
ALTERBASE86;Rue de la Girouarirre - 86120 - Morton;2;18.0;CHADEMO;payant;24/24 7/7 jours;47.10853,-0.02363;Morton;VIENNE;NOUVELLE-AQUITAINE;;B9041
ALTERBASE86;1, rue de la gare - 86220 -Ingrandes;2;18.0;CHADEMO;payant;24/24 7/7 jours;46.87613,0.56652;Ingrandes;INDRE;CENTRE-VAL DE LOIRE;;B9042
ALTERBASE86;Le bourg - 86400 - Saint-Macoux;2;18.0;CHADEMO;payant;24/24 7/7 jours;46.11744,0.2333;Saint-Macoux;VIENNE;NOUVELLE-AQUITAINE;;B9043
ALTERBASE86;Rue Creuze - 86100 - Chatellerault;2;18.0;CHADEMO;payant;24/24 7/7 jours;46.81348,0.53507;Châtellerault;VIENNE;NOUVELLE-AQUITAINE;;B9044
ALTERBASE86;Place du champs de foire - 86350 - Jousse;2;18.0;CHADEMO;payant;24/24 7/7 jours;46.22636,0.47077;Joussé;VIENNE;NOUVELLE-AQUITAINE;;B9045
ALTERBASE86;Parking stade - 86100 - Saint-Sauveur;2;18.0;CHADEMO;payant;24/24 7/7 jours;46.80711,0.62647;Senillé-Saint-Sauveur;VIENNE;NOUVELLE-AQUITAINE;;B9046
ALTERBASE86;Rue Pierre et Marie Curie - 86370 - Vivonne;2;18.0;CHADEMO;payant;24/24 7/7 jours;46.49409,0.26751;Iteuil;VIENNE;NOUVELLE-AQUITAINE;;B9047
Révéo;Rue Jean Antoine Chaptal 11000 CARCASSONNE;3;43.0;CHADEMO;payant;24/24 7/7 jours;43.2105551,2.31078039;Carcassonne;AUDE;OCCITANIE;;B9048
Révéo;Place Germain Canal 11110 SALLES D'AUDE;2;22.0;CHADEMO;payant;24/24 7/7 jours;43.239444,3.117222;Salles-d'Aude;AUDE;OCCITANIE;;B9049
Révéo;Rue Saint Roch - Parking Halte Secondaire Canal Midi 11170 VILLESEQUELANDE;2;22.0;CHADEMO;payant;24/24 7/7 jours;43.2391667,2.228055556;Villesèquelande;AUDE;OCCITANIE;;B9050
Révéo;Rue Du Lotissement 11250 SAINT-HILAIRE;2;22.0;CHADEMO;payant;24/24 7/7 jours;43.094444,2.309167;Saint-Hilaire;LOT;OCCITANIE;;B9051
Révéo;Route Des Corbieres 11330 MOUTHOUMET;2;22.0;CHADEMO;payant;24/24 7/7 jours;42.96,2.529444444;Mouthoumet;AUDE;OCCITANIE;;B9052
Révéo;Parking Rue Cours Aguesseau 11230 CHALABRE;2;18.0;CHADEMO;payant;24/24 7/7 jours;42.983333,2.006944;Chalabre;AUDE;OCCITANIE;;B9053
Révéo;Avenue Alain Colas 11560 FLEURY;2;22.0;CHADEMO;payant;24/24 7/7 jours;43.2166667,3.232777778;Fleury;OISE;HAUTS-DE-FRANCE;;B9054
Révéo;Avenue Alain Colas 11560 FLEURY;2;22.0;CHADEMO;payant;24/24 7/7 jours;43.2166667,3.232777778;Fleury;PAS-DE-CALAIS;HAUTS-DE-FRANCE;;B9055
Révéo;Place Du Treil 11270 FANJEAUX;2;18.0;CHADEMO;payant;24/24 7/7 jours;43.1852697,2.0347425;Fanjeaux;AUDE;OCCITANIE;;B9056
E Born;39 Rue du cimeti?re 74220 LA CLUSAZ;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.9061111,6.425;La Clusaz;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9057
E Born;Parking Du Clocher 74330 EPAGNY METZ TESSY;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.93966,6.10531;Epagny Metz-Tessy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9058
E Born;Office de Tourisme 74390 CHATEL;2;22.0;CHADEMO;payant;24/24 7/7 jours;46.26723,6.84079;Châtel;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9059
E Born;Route De Reignier 74930 PERS JUSSY;2;22.0;CHADEMO;payant;24/24 7/7 jours;46.117427,6.26369449;Pers-Jussy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9060
E Born;NRO 74940 ANNECY LE VIEUX;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.9327822,6.1688535;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9061
E Born;Rue du Sentier 74100 ANNEMASSE;2;22.0;CHADEMO;payant;24/24 7/7 jours;46.1872704,6.2418001;Annemasse;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9062
E Born;Route du Pont du Brogny 74370 PRINGY;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.9356025,6.1235097;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9063
E Born;Rue des Tournelles 74100 VILLE LA GRAND;2;22.0;CHADEMO;payant;24/24 7/7 jours;46.1977983,6.2431239;Ville-la-Grand;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9064
E Born;All?e Jean Mermoz 74960 CRAN GEVRIER;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.906397,6.0922208;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9065
E Born;Les Passerelles 74960 CRAN GEVRIER;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.9075584,6.1038675;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9066
E Born;Avenue du Bas Chablais 74140 DOUVAINE;2;22.0;CHADEMO;payant;24/24 7/7 jours;46.3072182,6.3031717;Douvaine;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9067
E Born;Parking Gymnase du Rosay 74700 SALLANCHES;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.943044,6.628513;Sallanches;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9068
E Born;Centre Nautique - Rue Jean Clerc 74600 SEYNOD;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.88625,6.09711;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9069
E Born;Grande Rue 74160 BEAUMONT;2;22.0;CHADEMO;payant;24/24 7/7 jours;46.0946733,6.1013174;Beaumont;YONNE;BOURGOGNE-FRANCHE-COMTE;;B9070
E Born;Parking Comedie 74960 CRAN GEVRIER;2;22.0;CHADEMO;payant;24/24 7/7 jours;45.906397,6.108446;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9071
E Born;Parking Relais 74500 ST PAUL EN CHABLAIS;2;22.0;CHADEMO;payant;24/24 7/7 jours;46.37938,6.62745;Saint-Paul-en-Chablais;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9072
E Born;Parking Champ Faviol 74140 VEIGY FONCENEX;2;22.0;CHADEMO;payant;24/24 7/7 jours;46.26919,6.25827;Veigy-Foncenex;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B9073
Révéo;Rue Jean Jaurès (Proche) 66510 SAINT-HIPPOLYTE;2;22.0;CHADEMO;payant;24/24 7/7 jours;42.784481,2.967672;Saint-Hippolyte;PYRENEES-ORIENTALES;OCCITANIE;;B9074
Révéo;Rue Jean Jaurès (Proche) 66510 SAINT-HIPPOLYTE;2;22.0;CHADEMO;payant;24/24 7/7 jours;42.784481,2.967672;Saint-Hippolyte;CHARENTE-MARITIME;NOUVELLE-AQUITAINE;;B9075
Révéo;Rue De L'Agriculture 66500 PRADES;2;22.0;CHADEMO;payant;24/24 7/7 jours;42.619188,2.425439;Prades;ARIEGE;OCCITANIE;;B9076
Révéo;D20 66220 CAUDIES DE FENOUILLEDE;2;22.0;CHADEMO;payant;24/24 7/7 jours;42.81216,2.376073;Caudiès-de-Fenouillèdes;PYRENEES-ORIENTALES;OCCITANIE;;B9077
Révéo;Avenue Pasteur 66430 BOMPAS;2;22.0;CHADEMO;payant;24/24 7/7 jours;42.731036,2.933033;Bompas;ARIEGE;OCCITANIE;;B9078
Révéo;Avenue Pasteur 66430 BOMPAS;2;22.0;CHADEMO;payant;24/24 7/7 jours;42.731036,2.933033;Bompas;PYRENEES-ORIENTALES;OCCITANIE;;B9079
Révéo;Chemin De Batipalmes 66690 PALAU DEL VIDRE;2;22.0;CHADEMO;payant;24/24 7/7 jours;42.570724,2.958487;Palau-del-Vidre;PYRENEES-ORIENTALES;OCCITANIE;;B9080
